Name,Hours
America's Army 3,25.0
Heroes & Generals,19.4
Napoleon Total War,17.4
PlanetSide 2,16.6
Stronghold 3,14.7
Banished,13.3
Counter-Strike Source,13.2
Full Spectrum Warrior,12.9
FTL Faster Than Light,11.8
Garry's Mod,11.5
Insurgency Modern Infantry Combat,11.5
Company of Heroes Opposing Fronts,9.6
Robocraft,9.5
Killing Floor,8.0
Red Orchestra Ostfront 41-45,7.3
This War of Mine,6.6
Age of Empires III Complete Collection,6.2
DiRT Rally,5.6
Half-Life 2,5.2
Men of War Assault Squad 2,5.0
Counter-Strike Global Offensive,4.9
Command and Conquer 4 Tiberian Twilight,4.7
Command and Conquer Red Alert 3,3.9
Defiance,3.9
Darkest Hour Europe '44-'45,3.8
America's Army Proving Grounds,3.7
Arma 2,3.3
Full Spectrum Warrior Ten Hammers,2.6
Verdun,2.1
Sid Meier's Civilization IV,2.0
Portal,1.9
Team Fortress 2,1.8
No More Room in Hell,1.5
Don't Starve,1.2
Omerta - City of Gangsters,1.1
A Game of Thrones - Genesis,0.9
Stronghold HD,0.9
Mare Nostrum,0.7
The Ship Single Player,0.6
Company of Heroes Tales of Valor,0.4
Red Orchestra 2 Heroes of Stalingrad - Single Player,0.4
The Ship Tutorial,0.4
Tactical Intervention,0.3
Arma 2 DayZ Mod,0.2
Prison Architect,0.2
Dota 2,1.2
Unturned,0.4
Dota 2,56.0
Team Fortress 2,1.0
Prison Architect,100.0
Don't Starve,88.0
Sid Meier's Civilization V,79.0
Banished,72.0
Cities Skylines,39.0
Democracy 3,14.7
Rust,13.4
This War of Mine,12.8
Tropico 5,9.9
AdVenture Capitalist,5.4
Left 4 Dead 2,3.6
Half-Life 2,3.4
Surgeon Simulator,3.3
"Papers, Please",1.9
Portal,0.2
Life Is Strange,0.2
Dota 2,6.4
Call of Duty Modern Warfare 3,0.8
Call of Duty Modern Warfare 3 - Multiplayer,0.3
Lost Saga North America,3.0
Fallout 4,83.0
Risen 2 - Dark Waters,31.0
Hitman Absolution,16.9
Killing Floor 2,4.7
Spooky's House of Jump Scares,0.6
Primal Carnage Extinction,192.0
ARK Survival Evolved,139.0
Rocket League,39.0
Dino D-Day,8.7
theHunter,1.3
"Warhammer 40,000 Dawn of War  Dark Crusade",228.0
Age of Empires III Complete Collection,51.0
"Warhammer 40,000 Space Marine",37.0
Team Fortress 2,2.4
Neverwinter,8.7
Team Fortress 2,1.4
Team Fortress 2,2.6
Dota 2,1.6
Wargame European Escalation,2.6
The Elder Scrolls V Skyrim,320.0
Sid Meier's Civilization V,253.0
Banished,45.0
Far Cry 3,29.0
Age of Empires II HD Edition,27.0
RollerCoaster Tycoon 3 Platinum!,26.0
Reus,26.0
Borderlands 2,25.0
Need for Speed Hot Pursuit,23.0
DARK SOULS II Scholar of the First Sin,18.0
Unturned,16.8
Dota 2,15.6
Dungeon Defenders,14.3
ORION Prelude,13.5
The Forest,12.6
Terraria,11.2
Portal 2,8.1
Realm of the Mad God,7.0
FINAL FANTASY III,6.5
Goat Simulator,6.2
Mirror's Edge,5.4
Knights of Pen and Paper +1,5.1
FINAL FANTASY VII,3.8
Super Meat Boy,1.2
Dark Souls Prepare to Die Edition,0.6
Dead Space,0.3
Crysis 2 Maximum Edition,0.2
Counter-Strike Source,543.0
Half-Life 2 Deathmatch,81.0
DC Universe Online,77.0
Left 4 Dead,21.0
Alien Swarm,18.8
Duke Nukem Forever,18.6
Smashball,7.3
Portal,5.3
Day of Defeat Source,2.2
Half-Life 2 Lost Coast,0.7
AdVenture Capitalist,85.0
War Thunder,60.0
King's Quest,24.0
Tomb Raider,19.6
ArcheAge,11.7
School of Dragons How to Train Your Dragon,8.0
Dota 2,7.0
TERA,3.9
Neverwinter,1.9
Robocraft,1.6
Star Conflict,0.8
MechWarrior Online,0.8
Wind of Luck Arena,0.6
Firefall,0.3
Let the Cat In,0.2
Counter-Strike Global Offensive,432.0
Unturned,0.6
Echoes+,0.1
Dota 2,0.3
Football Manager 2013,145.0
The Elder Scrolls V Skyrim,80.0
Ys Origin,18.4
Mark of the Ninja,7.8
Dust An Elysian Tail,1.2
Dota 2,4.3
Garry's Mod,213.0
Counter-Strike Global Offensive,60.0
Synergy,4.8
Break Into Zatwor,0.3
Woodle Tree Adventures,0.1
Relic Hunters Zero,0.1
Two Worlds II,0.1
Counter-Strike Source,89.0
Counter-Strike,0.8
Mount & Blade Warband,1056.0
Counter-Strike Global Offensive,488.0
Team Fortress 2,75.0
The Elder Scrolls V Skyrim,73.0
Mount & Blade With Fire and Sword,50.0
Middle-earth Shadow of Mordor,22.0
Counter-Strike Nexon Zombies,8.9
Unturned,6.0
Assassin's Creed III,2.9
Left 4 Dead 2,2.4
Rust,1.5
Chivalry Medieval Warfare,1.4
Grand Theft Auto San Andreas,0.9
Rocket League,0.7
SpeedRunners,0.6
Portal 2,0.6
Mafia II,0.5
Terraria,0.3
Mass Effect,53.0
Assassin's Creed III,49.0
LEGO MARVEL Super Heroes,43.0
DC Universe Online,43.0
Batman Arkham Origins,32.0
Darksiders II,27.0
Transformers Fall of Cybertron,25.0
"Warhammer 40,000 Dawn of War II",23.0
Dota 2,19.6
Alan Wake,18.2
Darksiders,18.1
Tomb Raider,17.3
LEGO Batman 3 Beyond Gotham,16.7
Batman Arkham Asylum GOTY Edition,16.2
LEGO Batman 2,15.6
LEGO The Hobbit,15.0
Teenage Mutant Ninja Turtles Out of the Shadows,14.9
Borderlands,12.1
Marvel Heroes 2015,9.5
Borderlands 2,9.4
BioShock,9.3
LEGO Jurassic World,9.3
Lego Star Wars 3 The Clone Wars,8.6
"Warhammer 40,000 Dawn of War II - Chaos Rising",8.4
Batman Arkham City,8.2
Aliens vs. Predator,7.3
Castlevania Lords of Shadow - Ultimate Edition,5.7
Far Cry 3,4.9
DmC Devil May Cry,4.5
SimCity 4 Deluxe,3.6
The Witcher 2 Assassins of Kings Enhanced Edition,3.5
Sonic & All-Stars Racing Transformed,3.3
Portal,3.2
Of Orcs And Men,2.4
Torchlight,2.1
Need for Speed Hot Pursuit,1.9
Portal 2,1.9
Magic 2014 ,1.5
Gotham City Impostors,1.5
The Witcher Enhanced Edition,1.4
Trine,1.4
Infinite Crisis,1.2
"Warhammer 40,000 Space Marine",1.2
Sonic Generations,0.9
Tomb Raider Anniversary,0.8
SONIC THE HEDGEHOG 4 Episode II,0.8
FINAL FANTASY VII,0.5
Trine 2,0.4
LEGO Batman The Videogame,0.4
Tomb Raider Legend,0.4
SONIC THE HEDGEHOG 4 Episode I,0.3
BioShock 2,0.3
Ghostbusters The Video Game,0.2
Sonic Adventure DX,0.2
Sonic Adventure 2 ,0.2
Sonic and SEGA All Stars Racing,0.2
SEGA Genesis & Mega Drive Classics,0.1
Dota 2,4.8
Dota 2,2.7
Dota 2,5.7
DC Universe Online,57.0
Dota 2,0.6
Total War SHOGUN 2,243.0
Total War ROME II - Emperor Edition,218.0
Empire Total War,193.0
Sid Meier's Civilization V,153.0
The Elder Scrolls V Skyrim,143.0
The Witcher 2 Assassins of Kings Enhanced Edition,136.0
Medieval II Total War,86.0
The Witcher 3 Wild Hunt,83.0
Mass Effect,68.0
XCOM Enemy Unknown,65.0
Mass Effect 2,64.0
Fallout 3 - Game of the Year Edition,62.0
The Witcher Enhanced Edition,61.0
Galactic Civilizations III,55.0
The Elder Scrolls IV Oblivion ,42.0
Total War ATTILA,35.0
FTL Faster Than Light,32.0
Endless Legend,32.0
Dragon Age Origins - Ultimate Edition,31.0
Anno 2070,30.0
Prison Architect,28.0
BioShock,26.0
Batman Arkham City GOTY,26.0
Half-Life 2,24.0
Defense Grid The Awakening,24.0
Sins of a Solar Empire Rebellion,22.0
Far Cry 3,22.0
Sid Meier's Civilization IV Beyond the Sword,21.0
Sid Meier's Civilization IV,21.0
Franchise Hockey Manager 2014,21.0
Dark Messiah of Might & Magic Single Player,21.0
Company of Heroes 2,19.8
HAWKEN,19.7
Dishonored,19.7
R.U.S.E,19.1
Tomb Raider,19.1
Alien Isolation,18.8
Homeworld Remastered Collection,17.2
Portal 2,16.9
Wolfenstein The New Order,16.6
Dead Space,16.5
BioShock Infinite,15.6
State of Decay,15.2
Banished,15.2
Red Faction Guerrilla Steam Edition,14.8
Amnesia The Dark Descent,14.8
Metro Last Light,14.0
The Walking Dead,13.8
Half-Life 2 Episode Two,13.2
PlanetSide 2,13.1
Team Fortress 2,12.6
Crysis 2 Maximum Edition,12.5
Dead Space 2,12.5
Star Wars Knights of the Old Republic,12.1
South Park The Stick of Truth,12.0
Plague Inc Evolved,12.0
Crysis,11.4
Medieval II Total War Kingdoms,11.1
Need for Speed Hot Pursuit,11.0
Metro 2033,11.0
Game of Thrones - A Telltale Games Series,9.3
Outlast,9.2
Darwinia,9.0
Castle Crashers,9.0
Sins of a Solar Empire Trinity,8.9
Portal,8.2
Counter-Strike Source,7.9
F.E.A.R.,7.9
Deus Ex Human Revolution,7.4
Infested Planet,7.4
F.E.A.R. 2 Project Origin,7.2
RISK Factions,7.2
BioShock 2,7.2
Crusader Kings II,6.7
Half-Life Source,6.6
SpaceChem,6.5
Prey,5.4
Half-Life 2 Episode One,5.2
Amnesia A Machine for Pigs,4.9
Fate of the World,4.7
Alan Wake,4.6
F.E.A.R. 3,4.0
Audiosurf,3.8
ORION Prelude,3.5
Supreme Commander Forged Alliance,3.4
Ticket to Ride,3.3
Worms Reloaded,3.3
LIMBO,3.2
Left 4 Dead 2,2.7
Borderlands 2,2.2
Wings of Prey,2.2
Counter-Strike,2.2
Half-Life Blue Shift,2.1
Europa Universalis IV,2.1
Earth 2160,2.1
Wasteland 2 Director's Cut,1.8
Dead Island,1.8
Valiant Hearts The Great War / Soldats Inconnus  Mmoires de la Grande Guerre,1.7
Wargame AirLand Battle,1.6
The Forest,1.5
Transistor,1.4
Fallout New Vegas,1.4
Star Wars Empire at War Gold,1.2
Rising Storm/Red Orchestra 2 Multiplayer,1.2
DEFCON,1.1
X3 Reunion,1.1
Alien Swarm,1.1
Counter-Strike Condition Zero Deleted Scenes,1.1
Penumbra Black Plague,1.1
Mirror's Edge,1.0
The Stanley Parable,1.0
PAYDAY 2,0.9
L.A. Noire,0.8
The Long Dark,0.7
"Papers, Please",0.7
Alien Breed 2 Assault,0.6
Assassin's Creed II,0.6
Planetary Annihilation,0.6
Among the Sleep,0.5
SiN Episodes Emergence,0.5
Cities Skylines,0.4
Half-Life 2 Lost Coast,0.4
Panzer Corps,0.3
3DMark,0.3
F.E.A.R. Perseus Mandate,0.2
Day of Defeat Source,0.2
Team Fortress Classic,0.1
Half-Life 2 Deathmatch,0.1
Space Empires IV Deluxe,0.1
Dota 2,26.0
Grand Theft Auto V,86.0
Marvel Heroes 2015,6.1
Dota 2,1.8
Navy Field 2  Conqueror of the Ocean,0.1
Dota 2,4.5
Dota 2,423.0
Dota 2,6.6
Arma 3,2484.0
Garry's Mod,188.0
ARK Survival Evolved,183.0
Arma 2 Operation Arrowhead,147.0
Saints Row The Third,114.0
Space Engineers,83.0
Robocraft,73.0
Team Fortress 2,36.0
Sniper Ghost Warrior,32.0
PAYDAY 2,30.0
Euro Truck Simulator 2,29.0
Farming Simulator 15,25.0
Sniper Ghost Warrior 2,24.0
BLOCKADE 3D,19.4
HAWKEN,17.7
Borderlands 2,15.6
Portal 2,15.0
Dishonored,14.8
Rocket League,9.7
Dead Island,6.9
Rise of Nations Extended Edition,6.7
Warframe,6.6
Sid Meier's Civilization Beyond Earth,5.3
Don't Starve,3.6
The Elder Scrolls V Skyrim,3.5
PlanetSide 2,3.4
Need for Speed SHIFT,1.8
War Thunder,1.6
APB Reloaded,1.4
SpeedRunners,1.2
Arma 2,0.8
Saints Row IV,0.6
Toribash,0.4
Tactical Intervention,0.3
Left 4 Dead 2,27.0
Trine 2,2.8
Dota 2,0.2
Borderlands 2,14.8
The Elder Scrolls V Skyrim,5.0
Team Fortress 2,3.5
Dota 2,0.2
Team Fortress 2,3.0
Fallout New Vegas,60.0
The Elder Scrolls V Skyrim,14.1
Saints Row The Third,12.5
Tom Clancy's Ghost Recon Phantoms - NA,9.0
Fallout 3 - Game of the Year Edition,7.3
Garry's Mod,4.8
Fable - The Lost Chapters,3.2
Metro 2033,3.0
Sang-Froid - Tales of Werewolves,0.7
The Elder Scrolls III Morrowind,0.5
Spiral Knights,0.5
Grand Theft Auto San Andreas,0.5
Fallout,0.4
Rust,0.4
Thief Gold,0.4
Thief Deadly Shadows,0.3
Team Fortress 2,407.0
Soldier Front 2,3.4
Magicka Wizard Wars,2.6
Counter-Strike Global Offensive,21.0
Garry's Mod,20.0
Team Fortress 2,11.5
Borderlands 2,2.0
Saints Row 2,0.5
Just Cause 2,0.3
Counter-Strike Source,396.0
Counter-Strike Global Offensive,227.0
Hitman 2 Silent Assassin,13.4
Counter-Strike Condition Zero,12.6
Insurgency Modern Infantry Combat,11.2
Dead Island,10.1
Counter-Strike,2.4
theHunter,0.7
Unturned,0.6
Robocraft,0.2
Dota 2,2.3
Mafia II,21.0
Unturned,6.2
Counter-Strike Condition Zero,722.0
Fable III,105.0
Robin Hood,39.0
Counter-Strike,35.0
Dark Messiah of Might & Magic Single Player,21.0
The Forest,19.7
Total War ROME II - Emperor Edition,15.9
Half-Life 2,13.0
Desperados - Wanted Dead or Alive,11.0
Oddworld Abe's Exoddus,10.0
Half-Life 2 Episode One,7.0
Hitman 2 Silent Assassin,4.7
Counter-Strike Condition Zero Deleted Scenes,2.8
Team Fortress 2,2.1
Portal,1.9
Dark Messiah of Might & Magic Multi-Player,1.3
Warframe,1.3
Oddworld Abe's Oddysee,1.1
Half-Life 2 Episode Two,1.0
Neverwinter,0.7
Half-Life 2 Lost Coast,0.6
Anno 1404 Venice,0.4
The Escapists,0.3
Source Filmmaker,0.1
Little Big Adventure 2,0.1
Dragon Nest,48.0
Counter-Strike,38.0
Portal 2,25.0
From Dust,16.9
South Park The Stick of Truth,14.5
Garry's Mod,12.2
Counter-Strike Global Offensive,11.4
Dynasty Warriors 8 - Empires,11.0
Left 4 Dead 2,6.9
DRAGON BALL XENOVERSE,5.2
LIMBO,3.5
Dota 2,3.3
Counter-Strike Condition Zero,3.3
SpaceChem,2.3
RollerCoaster Tycoon Deluxe,2.0
Plague Inc Evolved,1.4
WAKFU,0.7
Counter-Strike Condition Zero Deleted Scenes,0.6
Vindictus,0.3
Subspace Continuum,0.2
Counter-Strike,5.1
Dota 2,0.4
Football Manager 2011,63.0
Team Fortress 2,0.8
The Binding of Isaac,67.0
Dota 2,210.0
The Elder Scrolls V Skyrim,107.0
Middle-earth Shadow of Mordor,64.0
King Arthur II - The Role-playing Wargame,37.0
Batman Arkham City GOTY,36.0
Dishonored (RU),33.0
Total War SHOGUN 2,24.0
Darksiders II,21.0
Lords Of The Fallen,20.0
"Warhammer 40,000 Dawn of War II  Retribution",20.0
"Warhammer 40,000 Space Marine",16.2
Aliens vs. Predator,11.2
Mars War Logs,10.0
Mortal Kombat Komplete Edition,7.3
Space Hulk,4.6
Call of Duty Ghosts,4.2
Aliens Colonial Marines,3.4
Viking Battle for Asgard,2.9
The Lord of the Rings War in the North,2.8
Marvel Heroes 2015,0.8
Confrontation,0.8
Horizon,0.7
Lost Planet Extreme Condition,0.2
Dota 2,3.2
Dota 2,6.6
BLOCKADE 3D,0.7
Dota 2,94.0
Far Cry 3,143.0
Jagged Alliance - Back in Action,91.0
Torchlight II,44.0
Terraria,286.0
Team Fortress 2,197.0
Garry's Mod,55.0
The Elder Scrolls V Skyrim,48.0
Far Cry 3,34.0
Borderlands 2,31.0
Turbo Dismount,31.0
ARK Survival Evolved,31.0
Rocket League,14.4
Warframe,14.1
Cubic Castles,6.8
Far Cry 4,6.5
Call of Duty Black Ops III,4.8
BattleBlock Theater,4.6
Kerbal Space Program,4.4
Robocraft,4.2
The Mighty Quest For Epic Loot,3.4
Double Action Boogaloo,0.1
Arma 2 Operation Arrowhead,0.5
Counter-Strike Source,3.3
Half-Life 2 Deathmatch,2.0
Dota 2,1.5
Dota 2,1.2
Call of Duty Modern Warfare 2 - Multiplayer,80.0
Call of Duty Modern Warfare 2,24.0
Portal,14.0
Portal 2,4.7
Kentucky Route Zero,0.9
LIMBO,0.7
Euro Truck Simulator 2,3.9
Counter-Strike Global Offensive,46.0
Dota 2,200.0
Dota 2,17.0
The Elder Scrolls V Skyrim,18.0
Magic The Gathering - Duels of the Planeswalkers,7.3
Commandos 2 Men of Courage,0.4
Dota 2,0.9
Counter-Strike Source,1.0
Sid Meier's Civilization V,312.0
Fallout New Vegas,98.0
Half-Life 2,22.0
Half-Life 2 Episode Two,7.2
Half-Life 2 Episode One,5.6
Portal,0.2
Nobunaga's Ambition Souzou with Power Up Kit,229.0
Dota 2,0.4
Europa Universalis IV,8.9
Anno 2070,4.5
Tropico 5,2.4
Age of Empires III Complete Collection,0.1
Counter-Strike Global Offensive,90.0
Borderlands 2,29.0
Rocket League,28.0
Call of Juarez Gunslinger,14.8
Transistor,5.2
Brtal Legend,4.3
Mark of the Ninja,3.4
Dota 2,2.0
Magicka Wizard Wars,1.1
Blood Bowl Legendary Edition,0.6
Magicka,0.6
"Warhammer 40,000 Dawn of War II",0.3
Counter-Strike Global Offensive,76.0
Dota 2,374.0
DARK SOULS II,191.0
Counter-Strike Global Offensive,53.0
Saints Row The Third,48.0
Unturned,46.0
Garry's Mod,46.0
Warframe,17.2
Neverwinter,16.4
Sniper Elite V2,12.9
Ace of Spades,7.9
Heroes & Generals,7.6
War Thunder,7.5
Stronghold Kingdoms,5.9
The Binding of Isaac,5.7
Alien Swarm,5.0
Team Fortress 2,5.0
Castle Crashers,4.0
Robocraft,3.9
Serious Sam HD The Second Encounter,3.7
theHunter,3.3
Magicka Wizard Wars,2.9
War of the Roses,2.3
FreeStyle2 Street Basketball,2.0
Quake Live,1.9
Portal 2,1.6
No More Room in Hell,1.5
Chivalry Medieval Warfare,1.4
Counter-Strike Nexon Zombies,1.4
AirMech,0.8
Moonbase Alpha,0.6
Aberoth,0.6
Fishing Planet,0.4
Enclave,0.4
Two Worlds Epic Edition,0.4
TDP4Team Battle,0.4
Realm of the Mad God,0.4
Cry of Fear,0.4
BIT.TRIP RUNNER,0.3
Tom Clancy's Ghost Recon Phantoms - EU,0.3
Deepworld,0.2
Double Action Boogaloo,0.2
Age of Chivalry,0.2
Dwarfs F2P,0.2
Codename Gordon,0.2
S.K.I.L.L. - Special Force 2,0.2
Woodle Tree Adventures,0.2
Dungeonland,0.2
Nosgoth,0.1
DiggerOnline,0.1
Dota 2,331.0
Counter-Strike Global Offensive,622.0
Dota 2,59.0
Battlefield Bad Company 2,4.0
Killing Floor,4.0
Counter-Strike Source,2.9
F.E.A.R. Online,2.2
Defy Gravity,1.8
Empire Total War,2.4
Call of Juarez Gunslinger,1.8
King Arthur - The Role-playing Wargame,0.6
Unturned,0.6
Team Fortress 2,0.8
Dota 2,1.7
Dota 2,1.4
Team Fortress 2,68.0
AirMech,23.0
Counter-Strike Global Offensive,16.5
Garry's Mod,16.2
PAYDAY 2,11.7
Scribblenauts Unlimited,11.4
Dota 2,9.8
Unturned,7.1
Robocraft,4.4
Starbound,4.0
Verdun,3.9
The Mighty Quest For Epic Loot,2.5
ARK Survival Evolved,1.4
RaceRoom Racing Experience ,0.5
WARMODE,0.3
Counter-Strike,891.0
Dota 2,2.8
Empire Total War,293.0
Sniper Elite V2,24.0
Sniper Ghost Warrior,22.0
Sniper Ghost Warrior 2,21.0
Spiral Knights,7.6
Empire Total War,4.8
The Walking Dead,4.4
Gotham City Impostors Free To Play,317.0
Dota 2,0.1
Call of Duty Modern Warfare 2 - Multiplayer,427.0
Counter-Strike Source,107.0
Call of Duty Black Ops - Multiplayer,65.0
Total War ROME II - Emperor Edition,57.0
Counter-Strike Global Offensive,44.0
Hitman Absolution,30.0
The Elder Scrolls V Skyrim,22.0
Alien Swarm,22.0
Call of Duty Modern Warfare 2,16.0
Call of Duty Black Ops,15.2
Hitman Sniper Challenge,11.2
Tom Clancy's Rainbow Six 3 Gold Edition,8.0
Rome Total War,7.7
Napoleon Total War,4.6
Arma 3,3.2
Sniper Ghost Warrior,2.0
Half-Life 2 Deathmatch,1.5
Rome Total War - Alexander,1.0
Half-Life 2 Lost Coast,0.3
Besiege,0.3
Day of Defeat Source,0.1
Dota 2,4.6
Football Manager 2012,1191.0
Football Manager 2015,646.0
Football Manager 2011,315.0
Call of Duty Modern Warfare 2 - Multiplayer,52.0
Grand Theft Auto IV,9.4
Call of Duty Modern Warfare 2,6.0
Sid Meier's Civilization V,14.1
Garry's Mod,29.0
WARMODE,0.2
Dota 2,780.0
Dota 2,12.2
Dota 2,6.9
The Elder Scrolls V Skyrim,643.0
Dota 2,9.9
The Elder Scrolls V Skyrim,403.0
Mafia II,23.0
Counter-Strike,0.6
Counter-Strike Condition Zero Deleted Scenes,0.5
Counter-Strike Condition Zero,0.5
Dota 2,24.0
Unturned,2.3
Team Fortress 2,0.3
Time Clickers,0.2
Dota 2,1.8
Call of Duty Black Ops - Multiplayer,201.0
Call of Duty Black Ops,12.8
Counter-Strike Source,956.0
F1 2012,64.0
Homefront,4.5
Dota 2,2.9
Dota 2,91.0
DayZ,283.0
Rust,149.0
Neverwinter,140.0
Garry's Mod,19.6
Counter-Strike Global Offensive,15.9
Arma 3,15.3
Happy Wars,14.4
Dead Island Epidemic,10.0
The Stomping Land,8.4
Team Fortress 2,1.8
Magicka,1.0
Arma 2 Operation Arrowhead,1.0
Arma 2 DayZ Mod,0.5
Arma 2,0.2
ARK Survival Evolved,0.2
Arma 2 Operation Arrowhead Beta (Obsolete),0.1
Portal 2,19.1
LIMBO,3.8
Goat Simulator,1.4
Braid,0.3
Team Fortress 2,0.4
Terraria,67.0
Counter-Strike Global Offensive,18.0
Left 4 Dead 2,6.3
Warframe,2.6
Borderlands 2,1.3
Team Fortress 2,1.0
Dirty Bomb,0.7
Urizen Shadows of the Cold,0.1
Endless Space,9.3
Team Fortress 2,4.7
Half-Life,2.9
Portal,1.6
Call of Duty Black Ops,0.5
The Elder Scrolls V Skyrim,46.0
Shoot Many Robots,19.0
Chivalry Medieval Warfare,16.9
Borderlands 2,11.2
Counter-Strike Global Offensive,9.4
South Park The Stick of Truth,8.7
Star Wars Empire at War Gold,5.5
Counter-Strike Nexon Zombies,2.8
Sniper Elite V2,2.2
Team Fortress 2,2.1
Dota 2,1.3
DC Universe Online,1.3
Magicka,1.2
Trine,1.2
Trine 2,0.2
Kerbal Space Program,58.0
Borderlands 2,42.0
Borderlands,42.0
PAYDAY The Heist,29.0
Sid Meier's Civilization V,20.0
LEGO The Lord of the Rings,17.1
Terraria,14.3
ARK Survival Evolved,11.0
Dragon Age Origins,10.0
Age of Empires II HD Edition,9.1
Space Engineers,8.2
Tomb Raider,8.1
Borderlands The Pre-Sequel,7.0
Tomb Raider Underworld,6.8
Portal,3.5
Besiege,3.1
PAYDAY 2,0.8
Dead Space 2,0.4
Dota 2,4228.0
Dota 2,61.0
Dota 2,27.0
Team Fortress 2,2.1
Dota 2,6.6
Football Manager 2011,26.0
Dark Messiah of Might & Magic Multi-Player,21.0
Prince of Persia The Forgotten Sands,13.8
Dark Messiah of Might & Magic Single Player,10.2
Left 4 Dead,3.9
Saints Row The Third,3.5
F.E.A.R. 3,2.8
F.E.A.R. 2 Project Origin,2.2
Plague Inc Evolved,1.3
Borderlands,0.8
Burnout Paradise The Ultimate Box,0.7
The Witcher Enhanced Edition,0.5
Ghost Master,0.4
LEGO The Lord of the Rings,0.3
Hydrophobia Prophecy,0.3
Nosgoth,53.0
Counter-Strike Source,9.4
Counter-Strike Global Offensive,8.2
Team Fortress 2,5.0
Dirty Bomb,2.7
Dota 2,998.0
Elite Dangerous,213.0
Total War ROME II - Emperor Edition,129.0
Magicka Wizard Wars,78.0
Neverwinter,78.0
Galactic Civilizations III,70.0
Heroes & Generals,69.0
War of the Roses,60.0
StarDrive 2,41.0
Stronghold Kingdoms,37.0
Rising Storm/Red Orchestra 2 Multiplayer,33.0
Total War SHOGUN 2,27.0
Total War Battles KINGDOM,4.3
Eden Star  Destroy - Build - Protect,4.1
Project AURA,3.5
Squad,3.3
Fractured Space,2.0
Kerbal Space Program,1.9
HAWKEN,1.3
Lords of the Black Sun,1.1
Mitos.is The Game,0.8
Company of Heroes (New Steam Version),0.6
Offworld Trading Company,0.5
Counter-Strike Global Offensive,0.4
Navy Field 2  Conqueror of the Ocean,0.4
Age of Chivalry,0.2
RIFT,0.1
BLOCKADE 3D,41.0
ARK Survival Evolved,341.0
The Elder Scrolls V Skyrim,313.0
Unturned,35.0
Batman Arkham Origins,14.3
PlanetSide 2,13.7
Team Fortress 2,10.5
Creativerse,10.3
Trove,3.0
Dota 2,2.1
Teeworlds,2.1
Portal,4.2
Team Fortress 2,0.4
Fuse,2.0
Dota 2,13.2
Dota 2,310.0
Warframe,157.0
Robocraft,19.4
theHunter,3.5
Heroes & Generals,1.7
Team Fortress 2,0.6
Unturned,0.4
Football Manager 2013,291.0
Football Manager 2015,245.0
Football Manager 2014,201.0
Football Manager 2012,172.0
Football Manager 2016,35.0
Mafia II,14.4
Football Manager 2009,3.0
HAWKEN,0.4
LEGO Worlds,9.5
Five Nights at Freddy's,4.5
Mitos.is The Game,4.0
Five Nights at Freddy's 3,1.1
Five Nights at Freddy's 2,1.1
Aftermath,0.7
Five Nights at Freddy's 4,0.2
Counter-Strike Global Offensive,5.2
Half-Life 2,11.6
Half-Life Source,1.2
Unturned,5.1
No More Room in Hell,2.3
A.V.A - Alliance of Valiant Arms,1.4
Tom Clancy's Ghost Recon Phantoms - EU,0.8
Velvet Sundown,0.7
Counter-Strike Nexon Zombies,0.4
Euro Truck Simulator 2,105.0
Arma 2,1.1
Autobahn Police Simulator,0.8
Test Drive Unlimited 2,0.2
Dota 2,1.2
Sid Meier's Civilization IV,51.0
The Elder Scrolls V Skyrim,33.0
Stronghold HD,1.5
The Lord of the Rings Online,0.5
Dota 2,0.7
Dota 2,697.0
Euro Truck Simulator 2,20.0
Counter-Strike Global Offensive,6.9
Tom Clancy's Ghost Recon Phantoms - EU,4.7
Dota 2,1.7
Alien Swarm,0.3
Dota 2,3.4
Dota 2,8.9
Dota 2,3.3
FINAL FANTASY XI,0.3
Dota 2,73.0
Dota 2,66.0
Counter-Strike Source,7.3
Dota 2,0.1
Team Fortress 2,297.0
Tom Clancy's Rainbow Six Siege,52.0
Terraria,28.0
Dirty Bomb,26.0
Killing Floor,23.0
Garry's Mod,20.0
Mount & Blade Warband,13.8
PlanetSide 2,13.5
Loadout,10.8
Tom Clancy's Splinter Cell Conviction,9.9
Torchlight II,7.0
Zombie Panic Source,6.3
Star Conflict,5.9
Left 4 Dead 2,5.3
Starbound,5.3
Trine 2,5.3
No More Room in Hell,4.6
Portal,4.3
PAYDAY The Heist,3.7
Neverwinter,3.2
Counter-Strike Global Offensive,3.0
PAYDAY 2,2.3
Takedown Red Sabre,2.3
Saints Row IV,2.1
Orcs Must Die! 2,2.1
Grand Theft Auto IV,2.0
E.Y.E Divine Cybermancy,2.0
Tom Clancy's Splinter Cell Blacklist,1.9
Sniper Elite V2,1.8
ORION Prelude,1.7
Unturned,1.6
Natural Selection 2,1.5
RACE 07,1.2
Warface,1.2
Tom Clancy's Ghost Recon Phantoms - EU,1.1
Age of Chivalry,1.0
Contagion,0.9
Forge,0.6
Planetary Annihilation,0.5
Risk of Rain,0.5
Insurgency Modern Infantry Combat,0.4
Alien Swarm,0.3
Dead Island Epidemic,0.3
Heroes & Generals,0.3
Insurgency,0.2
Magicka Wizard Wars,0.2
Brawlhalla,0.2
Dungeon Defenders II,0.1
Floating Point,0.1
Mortal Kombat X,73.0
EverQuest Secrets of Faydwer,0.4
EverQuest Seeds of Destruction,0.3
